Time(Minutes),EntityID,ObjectName,ProcessID,StepName,Action
3.14533465265979,RegularCust.16,Output@Source1,5.OnExited,[Begin],Process 'Output@Source1.OnExited' started.
3.14533465265979,RegularCust.16,Output@Source1,5.OnExited,[Fire] ExitedEvent,Firing event 'Output@Source1.Exited'.
3.14533465265979,RegularCust.16,Output@Source1,5.OnExited,[End],Process 'Output@Source1.OnExited' ended.
3.14533465265979,RegularCust.16,RegularCust.16,4.OnEnteredFreeSpace,[Begin],Process 'RegularCust.16.OnEnteredFreeSpace' started.
3.14533465265979,RegularCust.16,RegularCust.16,4.OnEnteredFreeSpace,[Assign] OnEnteredFreeSpaceAssignments,Assigning state variable 'RegularCust.16.FreeSpaceSteeringToken.4.EnteredFreeSpaceFromNode' the value '1'.
3.14533465265979,RegularCust.16,RegularCust.16,4.OnEnteredFreeSpace,[Decide] IfDestinationNode,Token branching on condition 'DestinationNode != Nothing'.
3.14533465265979,RegularCust.16,RegularCust.16,4.OnEnteredFreeSpace,[Decide] IfDestinationNode,Token sent to 'True' exit.
3.14533465265979,RegularCust.16,RegularCust.16,4.OnEnteredFreeSpace,[Decide] IfDirectToDestination,"Token branching on condition 'Math.If(FreeSpaceSteeringBehavior == List.FreeSpaceSteeringBehaviorType.DirectToDestination || CurrentNetwork == Nothing || !FreeSpaceSteeringToken.EnteredFreeSpaceFromNode, True, !CurrentNetwork.PathExists(PreviousNode, DestinationNode))'."
3.14533465265979,RegularCust.16,RegularCust.16,4.OnEnteredFreeSpace,[Decide] IfDirectToDestination,Token sent to 'True' exit.
3.14533465265979,RegularCust.16,RegularCust.16,4.OnEnteredFreeSpace,[Travel] DirectToDestination,Entity 'RegularCust.16' initiating free space travel movement to coordinates 'X=4.5 Y=0 Z=6.75' Meters.
3.14533465265979,RegularCust.16,RegularCust.16,4.OnEnteredFreeSpace,[Travel] DirectToDestination,Entity 'RegularCust.16' setting movement rate to desired maximum travel rate '1609.344' Meters per Hour.
3.14533465265979,RegularCust.16,Source1,3.OnEnteredProcessing,[End],Process 'Source1.OnEnteredProcessing' ended.
3.14533465265979,RegularCust.16,Source1,0.OnEnteredOutputBuffer,[End],Process 'Source1.OnEnteredOutputBuffer' ended.
3.14533465265979,RegularCust.16,Output@Source1,1.OnEnteredFromAssociatedObject,[End],Process 'Output@Source1.OnEnteredFromAssociatedObject' ended.
3.36076884817037,RegularCust.16,RegularCust.16,4.OnEnteredFreeSpace,[Travel] DirectToDestination,Entity 'RegularCust.16' completed free space travel movement to coordinates 'X=4.5 Y=0 Z=6.75' Meters.
3.36076884817037,RegularCust.16,RegularCust.16,4.OnEnteredFreeSpace,[Travel] DirectToDestination,Entity 'RegularCust.16' setting movement rate to desired ending travel rate '0' Meters per Hour.
3.36076884817037,RegularCust.16,RegularCust.16,4.OnEnteredFreeSpace,[Transfer] ToDestinationNode,Entity 'RegularCust.16' transferring from '[FreeSpace] Model' into node 'Input@StandardCounter'.
3.36076884817037,RegularCust.16,Input@StandardCounter,1.OnEnteredToAssociatedObject,[Begin],Process 'Input@StandardCounter.OnEnteredToAssociatedObject' started.
3.36076884817037,RegularCust.16,Input@StandardCounter,1.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@StandardCounter.Entered'.
3.36076884817037,RegularCust.16,Input@StandardCounter,1.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'RegularCust.16' transferring from '[Node] Input@StandardCounter' into object 'StandardCounter'.
3.36076884817037,RegularCust.16,Input@StandardCounter,1.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'RegularCust.16' transferring from '[Node] Input@StandardCounter' into station 'StandardCounter.InputBuffer'.
3.36076884817037,RegularCust.16,StandardCounter,0.OnEnteredInputBuffer,[Begin],Process 'StandardCounter.OnEnteredInputBuffer' started.
3.36076884817037,RegularCust.16,StandardCounter,0.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'RegularCust.16' ending transfer into station 'StandardCounter.InputBuffer'.
3.36076884817037,RegularCust.16,Input@StandardCounter,3.OnExited,[Begin],Process 'Input@StandardCounter.OnExited' started.
3.36076884817037,RegularCust.16,Input@StandardCounter,3.OnExited,[Fire] ExitedEvent,Firing event 'Input@StandardCounter.Exited'.
3.36076884817037,RegularCust.16,Input@StandardCounter,3.OnExited,[End],Process 'Input@StandardCounter.OnExited' ended.
3.36076884817037,RegularCust.16,StandardCounter,0.OnEnteredInputBuffer,[Seize] Server,Object 'RegularCust.16' checking availability to seize '1' resource(s) of resource type '[ParentObject] StandardCounter'.
3.36076884817037,RegularCust.16,StandardCounter,0.OnEnteredInputBuffer,[Seize] Server,Object 'RegularCust.16' found '1' currently available resource(s) of resource type '[ParentObject] StandardCounter'.
3.36076884817037,RegularCust.16,StandardCounter,0.OnEnteredInputBuffer,[Seize] Server,Object 'RegularCust.16' seized '1' capacity unit(s) of resource 'StandardCounter'.
3.36076884817037,RegularCust.16,StandardCounter,0.OnEnteredInputBuffer,[Seize] Server,Object 'RegularCust.16' completed seize of '1' resource(s) of resource type '[ParentObject] StandardCounter'.
3.36076884817037,RegularCust.16,StandardCounter,0.OnEnteredInputBuffer,[Transfer] ToProcessing,Entity 'RegularCust.16' transferring from '[Station] StandardCounter.InputBuffer' into station 'StandardCounter.Processing'.
3.36076884817037,RegularCust.16,RegularCust.16,4.OnEnteredFreeSpace,[End],Process 'RegularCust.16.OnEnteredFreeSpace' ended.
3.36076884817037,RegularCust.16,Input@StandardCounter,1.OnEnteredToAssociatedObject,[End],Process 'Input@StandardCounter.OnEnteredToAssociatedObject' ended.
3.36076884817037,RegularCust.16,StandardCounter,3.OnEnteredProcessing,[Begin],Process 'StandardCounter.OnEnteredProcessing' started.
3.36076884817037,RegularCust.16,StandardCounter,3.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'RegularCust.16' ending transfer into station 'StandardCounter.Processing'.
3.36076884817037,RegularCust.16,StandardCounter,3.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
3.36076884817037,RegularCust.16,StandardCounter,3.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token sent to 'True' exit.
3.36076884817037,RegularCust.16,StandardCounter,3.OnEnteredProcessing,[Delay] ProcessingTime,Delaying token for '5.50615932955407' Minutes until time '8.86692817772444' Minutes.
3.36076884817037,RegularCust.16,StandardCounter,0.OnEnteredInputBuffer,[End],Process 'StandardCounter.OnEnteredInputBuffer' ended.
4.47557642401935,--,--,--,--,Firing event 'Source1.EntityArrivals.Event'.
4.47557642401935,Source1,Source1,0.OnEntityArrival,[Begin],Process 'Source1.OnEntityArrival' started.
4.47557642401935,Source1,Source1,0.OnEntityArrival,[SetRow] BeforeCreatingEntities,Table reference for token 'Token.0' set to row index '2' in table 'CustData'.
4.47557642401935,Source1,Source1,0.OnEntityArrival,[Create] Entities,Creating '1' object(s) of entity type 'RegularCust' using creation method 'NewObject'.
4.47557642401935,--,--,--,--,Object 'RegularCust.17' created.
4.47557642401935,RegularCust.17,Source1,1.OnEntityArrival,[Transfer] ToProcessing,Entity 'RegularCust.17' transferring from '[FreeSpace] Source1' into station 'Source1.Processing'.
4.47557642401935,Source1,Source1,0.OnEntityArrival,[End],Process 'Source1.OnEntityArrival' ended.
4.47557642401935,RegularCust.17,Source1,5.OnEnteredProcessing,[Begin],Process 'Source1.OnEnteredProcessing' started.
4.47557642401935,RegularCust.17,Source1,5.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'RegularCust.17' ending transfer into station 'Source1.Processing'.
4.47557642401935,RegularCust.17,Source1,5.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'RegularCust.17' transferring from '[Station] Source1.Processing' into station 'Source1.OutputBuffer'.
4.47557642401935,RegularCust.17,Source1,1.OnEntityArrival,[End],Process 'Source1.OnEntityArrival' ended.
4.47557642401935,RegularCust.17,Source1,0.OnEnteredOutputBuffer,[Begin],Process 'Source1.OnEnteredOutputBuffer' started.
4.47557642401935,RegularCust.17,Source1,0.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'RegularCust.17' ending transfer into station 'Source1.OutputBuffer'.
4.47557642401935,RegularCust.17,Source1,0.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'RegularCust.17' transferring from '[Station] Source1.OutputBuffer' into node 'Output@Source1'.
4.47557642401935,RegularCust.17,Output@Source1,1.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Source1.OnEnteredFromAssociatedObject' started.
4.47557642401935,RegularCust.17,Output@Source1,1.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Source1.Entered'.
4.47557642401935,RegularCust.17,Output@Source1,1.OnEnteredFromAssociatedObject,[Decide] IfTransporter,Token branching on condition 'Entity.Is.Transporter'.
4.47557642401935,RegularCust.17,Output@Source1,1.OnEnteredFromAssociatedObject,[Decide] IfTransporter,Token sent to 'False' exit.
4.47557642401935,RegularCust.17,Output@Source1,1.OnEnteredFromAssociatedObject,[Execute] RoutingOutLogic,Executing process 'Output@Source1.RoutingOutLogic'.
4.47557642401935,RegularCust.17,Output@Source1,6.RoutingOutLogic,[Begin],Process 'Output@Source1.RoutingOutLogic' started.
4.47557642401935,RegularCust.17,Output@Source1,6.RoutingOutLogic,[SetNode] NextDestination,Destination node of entity 'RegularCust.17' set to value 'Input@StandardCounter'.
4.47557642401935,RegularCust.17,Output@Source1,6.RoutingOutLogic,[End],Process 'Output@Source1.RoutingOutLogic' ended.
4.47557642401935,RegularCust.17,Output@Source1,1.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'RegularCust.17' could not find a followable travel path from starting location '[Node] Output@Source1' to destination location 'Input@StandardCounter' using assigned network 'Global'.
4.47557642401935,RegularCust.17,Output@Source1,1.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'RegularCust.17' failed to initiate transfer from '[Node] Output@Source1' to an outbound link.
4.47557642401935,RegularCust.17,Output@Source1,1.OnEnteredFromAssociatedObject,[Transfer] ToFreeSpace,Entity 'RegularCust.17' initiating transfer from '[Node] Output@Source1' into free space of facility 'Model'.
4.47557642401935,RegularCust.17,Output@Source1,6.OnExited,[Begin],Process 'Output@Source1.OnExited' started.
4.47557642401935,RegularCust.17,Output@Source1,6.OnExited,[Fire] ExitedEvent,Firing event 'Output@Source1.Exited'.
4.47557642401935,RegularCust.17,Output@Source1,6.OnExited,[End],Process 'Output@Source1.OnExited' ended.
4.47557642401935,RegularCust.17,RegularCust.17,4.OnEnteredFreeSpace,[Begin],Process 'RegularCust.17.OnEnteredFreeSpace' started.
4.47557642401935,RegularCust.17,RegularCust.17,4.OnEnteredFreeSpace,[Assign] OnEnteredFreeSpaceAssignments,Assigning state variable 'RegularCust.17.FreeSpaceSteeringToken.4.EnteredFreeSpaceFromNode' the value '1'.
4.47557642401935,RegularCust.17,RegularCust.17,4.OnEnteredFreeSpace,[Decide] IfDestinationNode,Token branching on condition 'DestinationNode != Nothing'.
4.47557642401935,RegularCust.17,RegularCust.17,4.OnEnteredFreeSpace,[Decide] IfDestinationNode,Token sent to 'True' exit.
4.47557642401935,RegularCust.17,RegularCust.17,4.OnEnteredFreeSpace,[Decide] IfDirectToDestination,"Token branching on condition 'Math.If(FreeSpaceSteeringBehavior == List.FreeSpaceSteeringBehaviorType.DirectToDestination || CurrentNetwork == Nothing || !FreeSpaceSteeringToken.EnteredFreeSpaceFromNode, True, !CurrentNetwork.PathExists(PreviousNode, DestinationNode))'."
4.47557642401935,RegularCust.17,RegularCust.17,4.OnEnteredFreeSpace,[Decide] IfDirectToDestination,Token sent to 'True' exit.
4.47557642401935,RegularCust.17,RegularCust.17,4.OnEnteredFreeSpace,[Travel] DirectToDestination,Entity 'RegularCust.17' initiating free space travel movement to coordinates 'X=4.5 Y=0 Z=6.75' Meters.
4.47557642401935,RegularCust.17,RegularCust.17,4.OnEnteredFreeSpace,[Travel] DirectToDestination,Entity 'RegularCust.17' setting movement rate to desired maximum travel rate '1609.344' Meters per Hour.
4.47557642401935,RegularCust.17,Source1,5.OnEnteredProcessing,[End],Process 'Source1.OnEnteredProcessing' ended.
4.47557642401935,RegularCust.17,Source1,0.OnEnteredOutputBuffer,[End],Process 'Source1.OnEnteredOutputBuffer' ended.
4.47557642401935,RegularCust.17,Output@Source1,1.OnEnteredFromAssociatedObject,[End],Process 'Output@Source1.OnEnteredFromAssociatedObject' ended.
4.69101061952993,RegularCust.17,RegularCust.17,4.OnEnteredFreeSpace,[Travel] DirectToDestination,Entity 'RegularCust.17' completed free space travel movement to coordinates 'X=4.5 Y=0 Z=6.75' Meters.
4.69101061952993,RegularCust.17,RegularCust.17,4.OnEnteredFreeSpace,[Travel] DirectToDestination,Entity 'RegularCust.17' setting movement rate to desired ending travel rate '0' Meters per Hour.
4.69101061952993,RegularCust.17,RegularCust.17,4.OnEnteredFreeSpace,[Transfer] ToDestinationNode,Entity 'RegularCust.17' transferring from '[FreeSpace] Model' into node 'Input@StandardCounter'.
4.69101061952993,RegularCust.17,Input@StandardCounter,1.OnEnteredToAssociatedObject,[Begin],Process 'Input@StandardCounter.OnEnteredToAssociatedObject' started.
4.69101061952993,RegularCust.17,Input@StandardCounter,1.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@StandardCounter.Entered'.
4.69101061952993,RegularCust.17,Input@StandardCounter,1.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'RegularCust.17' transferring from '[Node] Input@StandardCounter' into object 'StandardCounter'.
4.69101061952993,RegularCust.17,Input@StandardCounter,1.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'RegularCust.17' transferring from '[Node] Input@StandardCounter' into station 'StandardCounter.InputBuffer'.
4.69101061952993,RegularCust.17,StandardCounter,0.OnEnteredInputBuffer,[Begin],Process 'StandardCounter.OnEnteredInputBuffer' started.
4.69101061952993,RegularCust.17,StandardCounter,0.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'RegularCust.17' ending transfer into station 'StandardCounter.InputBuffer'.
4.69101061952993,RegularCust.17,Input@StandardCounter,5.OnExited,[Begin],Process 'Input@StandardCounter.OnExited' started.
